Lecturer1,7,stefan.reavis@rocketmail.com,http://yuyfRedPRVczD.com,-6051737683185899832,4618256487876077054,Stefan Reavis,Andrejs Weatherly,GraduateCourse11,University1,Article31,VisitingProfessor4,Department2,University1,University1,Program5,Institute4,University1
Lecturer2,29,me.geary@outlook.com,http://iQk73dMomV.com,-3124758077092070211,-1049510356477513296,Me Geary,Jonie Mulqueen,GraduateCourse13,University1,Faculty10,FullProfessor15,Institute5,University1,University1,College70,Organization1,University1
Lecturer3,38,marlane.kleynenbergntrtpa@yahoo.com,http://aa37blT.com,1298740030330105674,3252432151456506783,Marlane KleynenbergNTRTPA,Teressa Brostrom,Course9,University1,Employee70,AssociateProfessor15,Institute1,University1,University1,Department3,Program16,University1
Lecturer4,3,iris.eller@fastmail.com,http://aj2ac3tBi.com,1910959836915671112,-9217051038816645786,Iris Eller,Drucy Ryan,Course3,University1,PostDoc23,FullProfessor22,College40,University1,University1,ResearchGroup2,University1,University1
Lecturer5,40,rodina.lampman@hush.com,http://9vazQ.com,2675760172386371633,3127605261871768910,Rodina Lampman,Richelle Lepine,Course28,University1,SystemsStaff18,Chair4,Institute12,University1,University1,ResearchGroup3,Organization1,University1
Lecturer6,60,cherianne.whiteford@yahoo.com,http://sntzevG.com,99706203474565408,-8763237534378917258,Cherianne Whiteford,Yukinobu Vetil,GraduateCourse3,University1,Specification23,FullProfessor24,College74,University1,University1,Department3,College87,University1
Lecturer7,60,pey-kee.evers@hush.com,http://zkUCX.com,-6091032533176530990,-3631066295064533974,Pey-Kee Evers,Essy Somisetty,Course39,University1,University1,Chair5,Institute14,University1,University1,College69,ResearchGroup4,University1
Lecturer8,37,marrissa.haughey@aim.com,http://SeegNcYwZhUuw.com,7574942988297869654,-4040252684784984373,Marrissa Haughey,Dalton Coursey,GraduateCourse19,University1,Schedule14,AssociateProfessor15,Department1,University1,University1,University1,University1,University1
Lecturer9,22,shuo.koch@fastmail.com,http://IE1PU4O.com,5568520547532735243,5205929510553037263,Shuo Koch,Mariele Simanskis,GraduateCourse12,University1,Work34,Chair14,Department2,University1,University1,Department3,Organization1,University1
Lecturer10,26,han.mauer@gmx.net,http://Cn5FntzTxvHFg.com,7293321186191435144,-3366258765983865247,Han Mauer,Jey Miers,GraduateCourse8,University1,PostDoc12,AssociateProfessor19,Organization1,University1,University1,College56,Department7,University1
Lecturer11,42,ertha.cheval@hush.com,http://hRHI6KsvEIBFD.com,7388674606213650505,-4948340193382439735,Ertha Cheval,Aruna Schmitz,Course7,University1,Person114,AssistantProfessor21,Institute17,University1,University1,ResearchGroup11,ResearchGroup11,University1
Lecturer12,36,akio.fredrickson@rocketmail.com,http://JFEZwcj3EnIJX.com,-8037927308441528421,8930004036623864131,Akio Fredrickson,Elhamy Cronk,Course14,University1,ClericalStaff7,FullProfessor13,Organization1,University1,University1,Institute11,College9,University1
Lecturer13,24,gert.patner@fastmail.com,http://hHKKbUrsxIUXK.com,-8485795822772096206,8338635746444311719,Gert Patner,Fiona Palik,GraduateCourse22,University1,Work16,AssociateProfessor2,Department2,University1,University1,Program20,University1,University1
Lecturer14,27,nanice.mclean@yahoo.com,http://KqI9VuqLtx.com,-7112298543220507677,-4480623741551173741,Nanice McLean,Raghuvir Rygwalski,Course19,University1,PostDoc12,AssistantProfessor19,ResearchGroup13,University1,University1,College41,Institute11,University1
Lecturer15,44,jaffer.heidebrecht@hotmail.com,http://FDnhMnF.com,-3326025424426854379,-7439412032315965622,Jaffer Heidebrecht,Karolien Bedlington,Course7,University1,GraduateCourse6,VisitingProfessor6,Organization1,University1,University1,ResearchGroup15,College89,University1
Lecturer16,17,daffie.cottingham@live.com,http://Is15q2V49b.com,1731216294909941200,2653368509910558291,Daffie Cottingham,Laury Timtschenko,Course24,University1,Course36,VisitingProfessor2,ResearchGroup5,University1,University1,Department6,Institute11,University1
Lecturer17,15,manmohan.coneybeare@msn.com,http://r3WgMYSbeNA0Q.com,-2478087282963377650,-632751178797551590,Manmohan Coneybeare,Makiko Brookhart,Course21,University1,Specification11,VisitingProfessor13,College93,University1,University1,Program4,Program13,University1
Lecturer18,43,niek.pantages@safe-mail.net,http://pticw.com,-5262269380322954053,6791735243476332072,Niek Pantages,Karna Burke,GraduateCourse21,University1,Institute9,VisitingProfessor10,University1,University1,University1,University1,Organization1,University1
Lecturer19,48,ricky.mcisaac@fastmail.com,http://PdiPnZ.com,-4296576430959818572,8450416619383846562,Ricky McIsaac,Bev Weyand,GraduateCourse23,University1,SystemsStaff2,FullProfessor15,ResearchGroup1,University1,University1,Department5,University1,University1
Lecturer20,51,peter.difalco@hush.com,http://RszSbyND.com,4050481728527222941,547889029896204816,Peter DiFalco,Lilyan Gunawan,Course20,University1,Organization1,Professor13,Institute15,University1,University1,University1,Department6,University1
Lecturer21,43,viqar.daya@hotmail.com,http://SsY485UNsqVOk.com,-7348228766483164762,1527049094956429182,Viqar Daya,Mignonne Zadow,GraduateCourse15,University1,UnofficialPublication38,Professor9,Program13,University1,University1,Institute11,ResearchGroup1,University1
Lecturer22,4,romonda.bolgos@hotmail.com,http://RGdchcBEXi27.com,-6147474731441676914,-5672060945148752405,Romonda Bolgos,Matelda Hively,GraduateCourse2,University1,Article10,VisitingProfessor1,Institute7,University1,University1,Organization1,Program17,University1
Lecturer23,28,anderea.ozkan@rocketmail.com,http://E81u2uOy0ZRF.com,2531241678604207846,6867207740882632018,Anderea Ozkan,Colline Hoehling,Course38,University1,Institute2,AssociateProfessor10,College1,University1,University1,Program10,College32,University1
Lecturer24,41,laurella.dajerling@safe-mail.net,http://9ZXTRjNt1cq.com,-3009035019215324695,-6440623995631918083,Laurella Dajerling,Laney Linebarger,GraduateCourse11,University1,JournalArticle15,FullProfessor22,Organization1,University1,University1,ResearchGroup1,Department1,University1
Lecturer25,35,sileas.tauscher@safe-mail.net,http://Y3agjM.com,-252426084785682168,-8633890321659756471,Sileas Tauscher,Kanata Dellinger,Course32,University1,JournalArticle157,Dean10,Department1,University1,University1,Department6,Organization1,University1
Lecturer26,48,mona.brandstadt@aol.com,http://UEsFKmUICgf.com,-5016793396916371872,-9063727124619674846,Mona Brandstadt,Loesje Ennis,GraduateCourse26,University1,Professor6,AssistantProfessor21,University1,University1,University1,ResearchGroup5,Organization1,University1
Lecturer27,53,vivek.norman@rocketmail.com,http://AU2Pu5paXap.com,3726604999000316975,-7864402979048687532,Vivek Norman,Beitris Sauls,GraduateCourse27,University1,Employee82,VisitingProfessor1,College89,University1,University1,College92,Program1,University1
Lecturer28,57,leni.mathieu@gmail.com,http://jFJGCmf0.com,-7098988852322273870,-5596540316257945672,Leni Mathieu,Gerardjan Toperzer,GraduateCourse4,University1,Work20,Professor17,Department4,University1,University1,Organization1,Program20,University1
Lecturer29,41,christianne.matibag@mail.com,http://G79S41VLf4.com,-8168665723031937808,-7125361087719802140,Christianne Matibag,Irc Nunes,Course18,University1,Faculty3,FullProfessor18,Organization1,University1,University1,ResearchGroup8,College57,University1
Lecturer30,59,tyke.truesdale@msn.com,http://LXddxCwaL.com,-2744260740684490299,-8763482322182831832,Tyke Truesdale,Carlo Tredway,Course21,University1,Book30,Professor16,ResearchGroup4,University1,University1,College88,Department5,University1
Lecturer31,48,bennie.smerdell@netdove.net,http://Rsk39ggA7GWTqF1.com,-651932073814708582,470545393936848543,Bennie Smerdell,Madelene Tilmon,GraduateCourse27,University1,ResearchAssistant58,FullProfessor8,Organization1,University1,University1,Program2,Program5,University1
Lecturer32,42,gabey.kilcoyne@gmx.net,http://xm26AqTUwToSK.com,-4336143375964521423,2446780022236280055,Gabey Kilcoyne,Tabatha Kirn,GraduateCourse11,University1,Research87,VisitingProfessor8,Program4,University1,University1,University1,Department5,University1
Lecturer33,15,rivi.iribarren@rocketmail.com,http://kSpElAbRUoTW6.com,-4367010374227359050,-238758024926478932,Rivi Iribarren,Perla Billard,GraduateCourse4,University1,Person4,Professor14,ResearchGroup12,University1,University1,Program15,University1,University1
Lecturer34,59,lary.ares@msn.com,http://tdwtYcpPuhg.com,907941301749383906,-1305591950783127784,Lary Ares,Chickie Ramaswamy,Course18,University1,Schedule17,Chair2,Program10,University1,University1,Department1,Program2,University1
Lecturer35,56,mallik.babineau@outlook.com,http://jjD3YZOARRF.com,7085925677818777289,-9096055409986348977,Mallik Babineau,Chan MacFarlane,Course36,University1,ResearchAssistant50,Dean20,College12,University1,University1,University1,Organization1,University1
Lecturer36,18,roel.aryavong@hotmail.com,http://M5AdOwDUDMhlth.com,-8082722788040972073,-7010066341571761298,Roel Aryavong,Deeann David-Yerumo,GraduateCourse20,University1,Book28,AssistantProfessor25,College44,University1,University1,Program5,ResearchGroup9,University1
Lecturer37,56,rodney.seto@mail.com,http://wcs9cEUrqH.com,1868988010551094205,775210284276505593,Rodney Seto,Mary-Michelle Conboy,GraduateCourse27,University1,ClericalStaff5,VisitingProfessor1,College25,University1,University1,Program11,University1,University1
Lecturer38,35,karlon.northcott@safe-mail.net,http://XvzbR4d3rGP.com,-888601602089757155,-6109661396483831295,Karlon Northcott,Jacklin Clacher,Course18,University1,Article3,FullProfessor17,Organization1,University1,University1,Organization1,Program3,University1
Lecturer39,45,crissy.lemley@hush.com,http://Bhi4OGXMhXd.com,-4475111148312501578,3721838628031157064,Crissy Lemley,Loan Karibian,GraduateCourse18,University1,UnofficialPublication21,VisitingProfessor14,University1,University1,University1,Institute1,Program2,University1
Lecturer40,66,dix.mcdoom@safe-mail.net,http://3h6SjQTcQw.com,8466301895904720146,8950371945383546789,Dix McDoom,Carmine Sldisk,GraduateCourse14,University1,Chair10,AssistantProfessor13,Institute13,University1,University1,Department5,Department7,University1
Lecturer41,52,anthia.bookings@gmail.com,http://wJ82G9CJ.com,8767043189845738233,-781578210212058017,Anthia Bookings,Ardella Hartley,Course35,University1,University1,Professor5,University1,University1,University1,Organization1,Institute19,University1
Lecturer42,26,dimitri.cicero@outlook.com,http://ussNG0Udw418sv.com,-6312041008888206007,-7680490654396031975,Dimitri Cicero,Bab Lovell,Course21,University1,AssociateProfessor17,Professor10,Organization1,University1,University1,Program2,Organization1,University1
Lecturer43,57,problems.rahmany@safe-mail.net,http://Xe0a3x34m.com,-4847066753828688827,-3547850832712121339,Problems Rahmany,Daloris Stocker,Course3,University1,TechnicalReport33,VisitingProfessor4,University1,University1,University1,Department2,Institute20,University1
Lecturer44,37,dorine.lockhart@hush.com,http://EDGl7Ye2.com,-2837130635771606194,5956692397570415298,Dorine Lockhart,Cynthia Zander,GraduateCourse26,University1,Course39,Dean1,ResearchGroup6,University1,University1,Organization1,ResearchGroup15,University1
Lecturer45,24,miriam.lansupport@aol.com,http://0UctgyCs3.com,3814122668475296242,-6976893776502556278,Miriam Lansupport,Clint Jugandi,GraduateCourse20,University1,Institute17,Professor9,Organization1,University1,University1,Organization1,College24,University1
Lecturer46,43,wenxi.chaplin@hotmail.com,http://Ewq3a1eNJWbGEda.com,-8951728454291128461,4904946983848731641,Wenxi Chaplin,Agnella Hassenklover,GraduateCourse28,University1,Software96,FullProfessor5,College95,University1,University1,University1,College51,University1
Lecturer47,31,subra.brien@gmx.net,http://HS51N.com,-3189827325440044316,-5856472511801107479,Subra Brien,Larissa Morra,Course39,University1,SystemsStaff8,AssociateProfessor11,College16,University1,University1,Institute19,ResearchGroup10,University1
Lecturer48,22,mel.dezoete@hotmail.com,http://1He3dQ.com,-4771912105665226816,1285550466512458300,Mel DeZoete,Janene Loso,GraduateCourse27,University1,University1,AssociateProfessor7,Department2,University1,University1,Program10,Program8,University1
Lecturer49,48,idaline.rollo@hush.com,http://dHY71dW6iKPHeb.com,2176249350310465984,7025062122155275772,Idaline Rollo,Barbara-anne Mezzoiuso,GraduateCourse8,University1,Article43,VisitingProfessor2,Department4,University1,University1,Department5,ResearchGroup10,University1
Lecturer50,65,jo-marie.allison@netdove.net,http://KimzUu.com,-194600340679201795,4128559863922565186,Jo-Marie Allison,Gill Tsao,GraduateCourse10,University1,UndergraduateStudent59,AssistantProfessor13,Department7,University1,University1,Institute14,University1,University1
Lecturer51,36,problems.odgers@hotmail.com,http://dHTpjbpt9sKX.com,8802008487309086118,-3463691258696300324,Problems Odgers,Nuvit Haddow,GraduateCourse14,University1,AssistantProfessor5,Dean12,Institute13,University1,University1,Program16,Organization1,University1
Lecturer52,30,rafaela.franzky@aol.com,http://eAODNercm.com,3813691670191239747,-3041543532416142701,Rafaela Franzky,Pei-Chien Reaves,Course36,University1,Lecturer26,VisitingProfessor8,Program13,University1,University1,Program13,ResearchGroup7,University1
Lecturer53,54,brynn.knowles@fastmail.com,http://tQKSyBtzl7.com,8152227731801892337,1965861827890838281,Brynn Knowles,Cyrine Rousseau,Course12,University1,Dean13,AssistantProfessor8,Department5,University1,University1,University1,Department5,University1
Lecturer54,38,gennie.spurway@aol.com,http://Z9OQzIJ0.com,1473347520327424763,-7347997312580815713,Gennie Spurway,Kennon Typer,Course5,University1,Director13,AssociateProfessor10,Organization1,University1,University1,University1,Department1,University1
Lecturer55,40,vern.vezeau@safe-mail.net,http://VVVKFCvU.com,-1993645710018292987,-4340026726031813986,Vern Vezeau,Faythe Depew,GraduateCourse2,University1,VisitingProfessor11,Professor13,Institute10,University1,University1,Department1,ResearchGroup13,University1
Lecturer56,44,sile.wilkinson@outlook.com,http://mGVGYXhPx.com,-1744850794334206191,-7680756369347076678,Sile Wilkinson,Jderek Revill,Course17,University1,Dean10,Chair7,Institute17,University1,University1,Institute19,ResearchGroup7,University1
Lecturer57,34,maynard.hine@hotmail.com,http://ZK4a6dmQNKqm.com,-4845842446665930667,-3549814965409027286,Maynard Hine,Perrin Polanco,GraduateCourse12,University1,TeachingAssistant11,Chair9,University1,University1,University1,Organization1,ResearchGroup6,University1
Lecturer58,34,daffie.wandscher@live.com,http://QbMEfpZDIo.com,5713930780655831279,6288719908090122453,Daffie Wandscher,Atlante Trame,Course8,University1,Publication145,VisitingProfessor10,College74,University1,University1,ResearchGroup2,Organization1,University1
Lecturer59,24,sibel.chauvin@mail.com,http://GURe5nHWHdY64T.com,-8048602253204807373,8502841309959255896,Sibel Chauvin,Padma Vanwormhoudt,Course18,University1,Organization1,Professor3,Institute16,University1,University1,College69,College65,University1
Lecturer60,39,edgar.bussewitz@fastmail.com,http://p8rMFb8wypxQed.com,-4654248642133886218,4177111029014642791,Edgar Bussewitz,Bobbi Kwast,GraduateCourse9,University1,Work13,Chair10,Institute10,University1,University1,College94,ResearchGroup3,University1
Lecturer61,34,rania.bissonnette@fastmail.com,http://6Z7TmGPuQCs.com,3423395454417026169,3172242235722319411,Rania Bissonnette,Nerti Grills,GraduateCourse24,University1,Lecturer26,Dean1,College93,University1,University1,ResearchGroup9,Organization1,University1
Lecturer62,62,lacy.niepmann@safe-mail.net,http://ApufQkyGd.com,3805966267863185041,4218456880988126250,Lacy Niepmann,Kailey Hartley,Course7,University1,Faculty15,VisitingProfessor8,College58,University1,University1,Organization1,College13,University1
Lecturer63,46,dusty.dodgson@msn.com,http://1NgNAlGyX.com,-2230289591291777135,2052717987198484622,Dusty Dodgson,Diego Coutellier,GraduateCourse5,University1,Lecturer13,Professor12,University1,University1,University1,Institute7,Organization1,University1
Lecturer64,43,nadine.eriksson@yahoo.com,http://ewKhatwmV.com,5391929664207769757,2250255922990663693,Nadine Eriksson,Bethina Kolton,GraduateCourse6,University1,Student196,AssociateProfessor8,Institute6,University1,University1,University1,Department4,University1
Lecturer65,11,mac.guilmette@outlook.com,http://PqBmrB01GUJ.com,8862568721686777145,8340089059259868117,Mac Guilmette,Wits Quevillon,Course22,University1,Lecturer14,FullProfessor21,Institute7,University1,University1,Program19,College33,University1
Lecturer66,31,puran.sotelo@fastmail.com,http://4sIQa41OEhXLohK.com,362109172990696869,-5555632207423306617,Puran Sotelo,Suzane Hummerston,Course27,University1,GraduateCourse17,Professor1,University1,University1,University1,College59,Organization1,University1
Lecturer67,32,pick.labuhn@hotmail.com,http://EH4WcCVRpu5CE.com,-6871882364524688757,-5500445262304961023,Pick Labuhn,Arsavir Degraauw,GraduateCourse19,University1,Organization1,Chair15,Institute11,University1,University1,Program8,University1,University1
Lecturer68,42,rafaelita.kalyani@aol.com,http://Mn7Up.com,-7230572949485108683,-4209056896942347740,Rafaelita Kalyani,Ericha Somisetty,Course33,University1,University1,Professor2,Department3,University1,University1,Institute3,Organization1,University1
Lecturer69,49,stars.rewitzer@outlook.com,http://5X4Gx4TdLHpJD.com,8737401120203345376,-7109977427084183670,Stars Rewitzer,Darla Playatuna,GraduateCourse19,University1,Book12,AssociateProfessor7,ResearchGroup9,University1,University1,University1,ResearchGroup3,University1
Lecturer70,33,wilhelmus.sobolak@safe-mail.net,http://xCy1f.com,3218977657828227875,-900893375242613957,Wilhelmus Sobolak,Chand Nesbitt,GraduateCourse14,University1,TechnicalReport24,Chair2,ResearchGroup1,University1,University1,Institute1,ResearchGroup6,University1
Lecturer71,54,marieann.mathieu@hotmail.com,http://jZbO1UGrqUm.com,-6403111484592034816,-6821436480390776327,Marieann Mathieu,Appolonia Witney,GraduateCourse28,University1,AssociateProfessor5,AssociateProfessor17,Organization1,University1,University1,ResearchGroup12,College64,University1
Lecturer72,39,te-wei.marchetti@netdove.net,http://emQavKJmkw.com,-4660806566597079887,-6169060269121991392,Te-Wei Marchetti,Kenyon Joson,GraduateCourse10,University1,AssistantProfessor15,AssociateProfessor2,ResearchGroup2,University1,University1,University1,Organization1,University1
Lecturer73,47,jos.panchen@mail.com,http://U9hNVo09G.com,7291879998323993889,8995571081241607267,Jos Panchen,Darsey Patterson,GraduateCourse4,University1,Course15,VisitingProfessor11,Department3,University1,University1,University1,Organization1,University1
Lecturer74,53,cyndi.dunn@outlook.com,http://5VXVpfXPRDmY.com,-4116575262943478598,7624364432606968532,Cyndi Dunn,Harish Dawkins,GraduateCourse14,University1,Publication88,FullProfessor20,ResearchGroup14,University1,University1,Department7,Organization1,University1
