Employee1,66,myra.spannbauer@gmail.com,http://Schg0.com,-4653519532514994348,5023773700124877082,Myra Spannbauer,Marylynne Berek,University1,Publication37,Professor17,Organization1,University1,University1,Department5,Organization1,University1
Employee2,38,marylynne.purnell@netdove.net,http://mST0I.com,-6968139292537543904,1967755599700488228,Marylynne Purnell,Tova Stamboulie,University1,Book13,FullProfessor11,Program9,University1,University1,Organization1,University1,University1
Employee3,39,tian.pena@gmail.com,http://VKhxoq.com,5112108591967446911,-5650821682827505751,Tian Pena,Cordey Loker,University1,Person403,Professor12,College14,University1,University1,University1,Program16,University1
Employee4,43,ellene.mcmanus@hotmail.com,http://Q8yxbltE.com,-4089629984994967026,-6550305829255790804,Ellene McManus,Konstance Micucci,University1,Lecturer51,AssistantProfessor7,Department3,University1,University1,Program11,Program18,University1
Employee5,44,iteam.elkington@gmx.net,http://YbyI65ufO.com,7710493431379283088,1270754701363406644,Iteam Elkington,Cherin Doyle,University1,JournalArticle107,Chair6,Institute18,University1,University1,Organization1,Organization1,University1
Employee6,22,giuseppe.gilliland@rocketmail.com,http://6daAYQ3P.com,-6975980805495573995,-3877513870044735940,Giuseppe Gilliland,Teressa Barrington,University1,SystemsStaff4,AssociateProfessor16,Organization1,University1,University1,Organization1,Program8,University1
Employee7,47,lorita.leistico@netdove.net,http://VjCJU.com,1393296580423455093,-9042882017415380931,Lorita Leistico,Partick Heurich,University1,Software80,FullProfessor1,Program9,University1,University1,College33,Department5,University1
Employee8,41,patt.whittingham@mail.com,http://bYjEpncYWRgJhYd.com,-1938537484114661270,-2738725299263138576,Patt Whittingham,Natassja Krym,University1,TechnicalReport24,Dean10,College20,University1,University1,ResearchGroup3,College72,University1
Employee9,36,betty-ann.howard@rocketmail.com,http://eBADNboKU.com,-5308271510866972929,8621999390075510763,Betty-Ann Howard,Edyta Goins,University1,Professor1,AssociateProfessor3,Organization1,University1,University1,ResearchGroup7,Department7,University1
Employee10,48,hettie.fenez@gmail.com,http://a6Pikq.com,4767363575675087963,-586474622617861130,Hettie Fenez,Agnesse Mauney,University1,UndergraduateStudent147,Chair9,Organization1,University1,University1,Program10,College57,University1
Employee11,24,william.bartra@mail.com,http://cuSHiUTCfjMh4.com,6827487432599719919,3193410390581028341,William Bartra,Kerstin Worobey,University1,Department7,AssociateProfessor5,University1,University1,University1,ResearchGroup3,Institute10,University1
Employee12,37,hillary.vanderboom@rocketmail.com,http://0OaTqOI.com,-3083355421678154397,-277333533646146711,Hillary VanDerBoom,Kimmie Sprunger,University1,ResearchGroup8,Dean16,Program1,University1,University1,Institute18,Institute20,University1
Employee13,63,sherill.madan@hush.com,http://i5pvNtzeb.com,-8459429029171603272,-5733524948144990505,Sherill Madan,Constantina Fickes,University1,ResearchGroup6,Chair15,University1,University1,University1,Organization1,Department1,University1
Employee14,47,subu.iacovo@fastmail.com,http://XX1S3ensvfxFTz.com,6318219214524581858,-3148729582662015095,Subu Iacovo,Nagaraj Holesinger,University1,Person487,FullProfessor5,ResearchGroup6,University1,University1,ResearchGroup15,Institute8,University1
Employee15,46,brande.libov@fastmail.com,http://GnHEH4.com,8488334496229119273,23725163992437640,Brande Libov,Lisette Bice,University1,Department7,FullProfessor15,College34,University1,University1,Institute12,Organization1,University1
Employee16,44,allyson.herscovitch@outlook.com,http://u7AXXjGkE.com,7521454920614154915,-8329192485303576806,Allyson Herscovitch,Betta Olsen,University1,Chair11,Chair8,University1,University1,University1,Institute9,Department4,University1
Employee17,33,fariborz.blazer@outlook.com,http://mqzNYvmcWhslNT6.com,588341910364199122,-8272319142418120262,Fariborz Blazer,Scot Raddalgoda,University1,ConferencePaper89,AssistantProfessor2,University1,University1,University1,University1,Department6,University1
Employee18,28,garnet.pappu@gmail.com,http://IQULPeb39RDdgy.com,-249550646715297297,7868654159049292017,Garnet Pappu,Kessley Phung,University1,JournalArticle26,VisitingProfessor10,Program8,University1,University1,Program18,University1,University1
Employee19,28,niel.mcclellan@mail.com,http://HFhI2iQI6CY8.com,5512627442120804461,2994292491096170611,Niel McClellan,Magdalena Puryear,University1,AdministrativeStaff26,AssociateProfessor7,ResearchGroup9,University1,University1,Department4,Organization1,University1
Employee20,35,avaz.burdett@mail.com,http://jTyIUu.com,-1720690190576355445,2253696764476422801,Avaz Burdett,Yudy Zaharychuk,University1,GraduateStudent182,AssistantProfessor24,Program10,University1,University1,University1,Organization1,University1
Employee21,48,gayle.schreiber@hotmail.com,http://EtEjoIERUx.com,-6899165344850569410,2071098797875031101,Gayle Schreiber,Ianthe Montero,University1,Program11,AssistantProfessor3,Organization1,University1,University1,College3,ResearchGroup10,University1
Employee22,23,evan.bolli@gmx.net,http://tiCOYnIdDvxXK.com,1176450613003791980,8220068752660193565,Evan Bolli,Dayton Kotval,University1,Publication38,Chair9,Organization1,University1,University1,College21,Institute1,University1
Employee23,8,gerri.gerbec@mail.com,http://Jv5xoH2.com,-4329130668045514121,-6163214980600520567,Gerri Gerbec,Sibley Cupido,University1,Work68,Chair9,University1,University1,University1,Institute4,Organization1,University1
Employee24,53,gerrit.phillips@rocketmail.com,http://ZG3pHMvCN6.com,1010778875845460741,2995911646087060470,Gerrit Phillips,Fwp Ives,University1,VisitingProfessor2,AssociateProfessor9,Institute13,University1,University1,Institute7,University1,University1
Employee25,66,marjo.waloff@msn.com,http://hgeIfQEEOXi.com,1929511141798491167,7054368427069155668,Marjo Waloff,Shyoko Braun,University1,Faculty11,AssociateProfessor7,Institute18,University1,University1,Organization1,University1,University1
Employee26,38,horatia.ameen@rocketmail.com,http://M5ENxQDN9okkpoK.com,3295907572490481179,4038578706333676971,Horatia Ameen,Lezlie Maglione,University1,AssociateProfessor2,FullProfessor12,ResearchGroup15,University1,University1,University1,Institute10,University1
Employee27,38,erwin.darroch@yahoo.com,http://r9vODv6V.com,-4659128640774009118,-5857715688550961740,Erwin Darroch,King-Haut Shannon,University1,Publication66,VisitingProfessor5,Program6,University1,University1,Institute16,Program12,University1
Employee28,46,jennette.vo@live.com,http://lIJuRwQ.com,-1404519004242807092,-8818134422804664417,Jennette VO,Gypsy Kendi,University1,ResearchAssistant50,Chair7,Program11,University1,University1,ResearchGroup11,University1,University1
Employee29,44,piper.hakansson@rocketmail.com,http://fp87G8H3kjJSAT.com,-6953788847597028632,5021890107080118023,Piper Hakansson,Belissa Camirand,University1,PostDoc22,Chair4,University1,University1,University1,ResearchGroup15,Program17,University1
Employee30,65,carlton.reeder@rocketmail.com,http://WN2M0.com,7890680363050607193,-386876133146465578,Carlton Reeder,Claudine Brading,University1,VisitingProfessor11,AssociateProfessor2,College52,University1,University1,ResearchGroup5,Department6,University1
Employee31,61,loc.waddington@aim.com,http://DYhhmESW.com,7192079009281750336,-6468619073181985870,Loc Waddington,Roxane Macpost,University1,VisitingProfessor5,FullProfessor9,College83,University1,University1,University1,University1,University1
Employee32,3,reinhard.guy-arbour@gmx.net,http://rDCsCq.com,9023222619502746468,91736264900450437,Reinhard Guy-Arbour,Geety KleynenbergNTMVAB,University1,Student169,VisitingProfessor3,University1,University1,University1,Institute8,Program4,University1
Employee33,31,myrle.gur-arie@aol.com,http://SCxG6zy.com,4118299525654528556,9199158332959849475,Myrle Gur-Arie,Prissie Boyachek,University1,ResearchAssistant26,Chair15,Institute13,University1,University1,Program3,ResearchGroup4,University1
Employee34,42,carmon.cordell@hush.com,http://SsW7PHzZeE3.com,-2818983198539901222,-5386844152397740488,Carmon Cordell,Debby Stepler,University1,UnofficialPublication30,AssociateProfessor18,University1,University1,University1,Institute1,University1,University1
Employee35,28,rachele.hotline@aol.com,http://wCyNmVBMA.com,1641064330527244808,-7313816162248938205,Rachele Hotline,Gabbi Hupe,University1,Director15,AssistantProfessor21,Organization1,University1,University1,Institute14,Department1,University1
Employee36,37,lurette.luna@mail.com,http://y3GzyKDo8r.com,-1580657050636271361,-4452094321677051628,Lurette Luna,Almeta Loveland,University1,UnofficialPublication23,Chair7,Institute15,University1,University1,Institute20,University1,University1
Employee37,48,eiji.mcmullin@hotmail.com,http://PGs3pk3Z.com,-4349859239649561853,7446176051347089517,Eiji McMullin,Maurizia Charest,University1,Software32,AssistantProfessor23,ResearchGroup2,University1,University1,Program6,ResearchGroup6,University1
Employee38,25,achamma.damerji@outlook.com,http://2VsflRC1hQD.com,8890348343464128402,-1144201749234444620,Achamma Damerji,Caresa McTaggart,University1,Faculty11,FullProfessor25,Program1,University1,University1,Institute1,University1,University1
Employee39,29,yau-fun.koziol@aol.com,http://Spg6A.com,-3723165125134270546,-3509905579996145153,Yau-Fun Koziol,Vitia Hadel,University1,Article34,FullProfessor4,Department1,University1,University1,Organization1,ResearchGroup10,University1
Employee40,66,kacie.gillot@msn.com,http://y7PJJouV.com,-7166894554508264909,766602575727744888,Kacie Gillot,Charleen Hills,University1,Manual64,AssociateProfessor2,College74,University1,University1,Program12,Program12,University1
Employee41,61,jacklin.birkett@aim.com,http://u36L821dp.com,-1485838347341194347,2797356873533630111,Jacklin Birkett,Kumar Duplan,University1,Person271,Professor16,College100,University1,University1,Institute14,Institute4,University1
Employee42,59,hock.francis@hotmail.com,http://gyDalzQ3fdTX7G.com,-7972841743049339921,2358403426585718214,Hock Francis,Lizabeth Amstutz,University1,Organization1,FullProfessor14,Program17,University1,University1,ResearchGroup11,University1,University1
Employee43,21,mercedes.hernandez@live.com,http://Wyarnaivn8HiP.com,-1178323526773235216,-4655537279919271241,Mercedes Hernandez,Claresta Izzo,University1,Work41,FullProfessor12,Institute13,University1,University1,Department6,College91,University1
Employee44,21,yevette.vilayil@fastmail.com,http://7Ie4J4.com,943761881085875357,165892988436836649,Yevette Vilayil,Cathyleen Rahal,University1,Person445,AssociateProfessor6,Organization1,University1,University1,ResearchGroup1,University1,University1
Employee45,48,bin.birk@rocketmail.com,http://ujgFe.com,-7252370471102274129,-6419069088594368095,Bin Birk,Anabella Tseng,University1,UndergraduateStudent172,AssociateProfessor11,ResearchGroup14,University1,University1,Organization1,Program2,University1
Employee46,22,ramses.shunmugam@yahoo.com,http://pxn2pP.com,-5725695232885839056,6483835258965848537,Ramses Shunmugam,Selie Boocock,University1,Organization1,Dean14,College47,University1,University1,Institute14,Organization1,University1
