Faculty1,46,nonie.negandhi@gmx.net,http://XUVBb.com,4404744749699403444,2957096929245908139,Nonie Negandhi,Jeffrey Winsky,Course13,University1,ResearchAssistant42,Chair8,Department7,University1,University1,ResearchGroup6,College1,University1
Faculty2,46,felicity.murchison@gmail.com,http://ad3Lhpn4es.com,8279345615115396262,-3514242293917033818,Felicity Murchison,Nguyet Hitchings,GraduateCourse28,University1,Student110,Chair7,University1,University1,University1,Institute10,Institute11,University1
Faculty3,51,manfred.kinstley@yahoo.com,http://JA6CfEec.com,2780106669489376906,3331010580415571842,Manfred Kinstley,Fastowl Frischknecht,GraduateCourse29,University1,ResearchAssistant8,Chair12,University1,University1,University1,Department1,Department5,University1
Faculty4,37,horatio.farahvash@gmail.com,http://HetFF.com,8198619722134899063,-1512514252318609899,Horatio Farahvash,Charles Cornaro,Course19,University1,College99,Professor14,Program16,University1,University1,ResearchGroup5,College37,University1
Faculty5,52,elisabet.provencal@gmx.net,http://XtrbPf2fEI.com,-8837545493427275389,-7504209242688164664,Elisabet Provencal,Christie Newbold,Course28,University1,FullProfessor1,FullProfessor3,University1,University1,University1,ResearchGroup9,Program16,University1
Faculty6,39,cecilia.linberg@fastmail.com,http://tr4wjEA.com,-143891296320452792,2973128083525708143,Cecilia Linberg,Debra Aitken,GraduateCourse17,University1,Person41,VisitingProfessor1,College82,University1,University1,ResearchGroup2,College2,University1
Faculty7,39,willi.telco@live.com,http://qp6l9rBIrW7qJv2.com,-4908647136324629478,2519346791541812424,Willi Telco,Giana Wartman,GraduateCourse20,University1,College65,Chair15,Organization1,University1,University1,Department1,ResearchGroup14,University1
Faculty8,60,arsavir.debnam@live.com,http://3RSb3XXdnZe.com,1336787090938669764,-1897830705287005360,Arsavir Debnam,Emera Burleson,Course31,University1,UnofficialPublication21,Chair15,College54,University1,University1,Department7,Department3,University1
Faculty9,45,antonetta.nevison@aim.com,http://mVEKI.com,-3974323956566775423,7787821513701606357,Antonetta Nevison,Kristie Astor,Course22,University1,Software25,VisitingProfessor4,Program20,University1,University1,Institute3,University1,University1
Faculty10,46,haley.vachon@netdove.net,http://dhIhcc.com,8202216571499391787,3679297842739459861,Haley Vachon,Sheileagh Strasser,GraduateCourse7,University1,Person487,AssociateProfessor5,Program19,University1,University1,Institute10,Institute8,University1
Faculty11,39,tak-wai.clegg@hotmail.com,http://RFwMdUacGoV.com,-745538249632177270,97668658120652780,Tak-Wai Clegg,Pippy Runyon,GraduateCourse9,University1,Publication169,VisitingProfessor11,Department3,University1,University1,ResearchGroup15,Institute12,University1
Faculty12,31,hugo.crumpton@mail.com,http://caFNUi.com,-7776731434795099830,-5211617944235156489,Hugo Crumpton,Zelda Wacheski,GraduateCourse27,University1,GraduateCourse23,Chair14,Organization1,University1,University1,Program12,University1,University1
Faculty13,70,pardo.bossa@gmail.com,http://OjuXuaBj.com,7408881961640408685,8756304633590728287,Pardo Bossa,Stevena Haren,GraduateCourse8,University1,Specification21,Professor4,ResearchGroup12,University1,University1,University1,College98,University1
Faculty14,55,kalindi.pinsonneault@rocketmail.com,http://1OKYJRAfcsY.com,-2642382696448587051,-4701138420790908632,Kalindi Pinsonneault,Roseanne Doerksen,GraduateCourse24,University1,SystemsStaff17,Dean8,ResearchGroup3,University1,University1,Institute9,Department3,University1
Faculty15,48,begum.siddiqui@hotmail.com,http://gbKG5qcTF.com,-938982915917664574,2577535314966827461,Begum Siddiqui,Vadi Schaller,GraduateCourse13,University1,Department4,AssistantProfessor4,Department1,University1,University1,Institute17,University1,University1
