FullProfessor1,25,enver.ryall@yahoo.com,http://PhakAVh14OA.com,2107575051060923139,8287469295039673107,Enver Ryall,Dre Zaretsky,GraduateCourse29,University1,University1,AssociateProfessor20,Department1,University1,University1,Organization1,Program18,Program7,University1
FullProfessor2,43,hanna.besharah@live.com,http://sgMeWH.com,-4127565372618296225,2892118043016677420,Hanna Besharah,Lucienne Ruddle,GraduateCourse20,University1,Program11,AssistantProfessor8,Organization1,University1,University1,University1,Organization1,SystemsStaff29,University1
FullProfessor3,62,fitzgerald.dorion@gmail.com,http://WbXPoXLm.com,6081200158003283562,-719409184186406833,Fitzgerald Dorion,Carlee Earles,GraduateCourse20,University1,Article22,Professor12,Department2,University1,University1,Department6,Department7,AssistantProfessor17,University1
FullProfessor4,36,aurore.nallengara@gmx.net,http://ZcNPccYNh.com,-7713559763508853962,2158281832722829033,Aurore Nallengara,Mei Maciel,GraduateCourse1,University1,Faculty4,Dean19,Organization1,University1,University1,ResearchGroup1,Department5,UnofficialPublication7,University1
FullProfessor5,67,carmelle.kotamarti@hush.com,http://bXqk12d1.com,-8176130636476399993,1382508434511248114,Carmelle Kotamarti,Selie Reiter,GraduateCourse25,University1,JournalArticle128,Dean9,Program9,University1,University1,University1,University1,Organization1,University1
FullProfessor6,15,cherie.endrys@live.com,http://yLILTSsMbzsRBW.com,-6392191993872939703,-2491209779634708747,Cherie Endrys,Candide Labrie,GraduateCourse29,University1,ConferencePaper53,Professor5,ResearchGroup15,University1,University1,Organization1,University1,TeachingAssistant1,University1
FullProfessor7,65,ryoung.lessin@aol.com,http://8U1U7AGHyZ5d9.com,6118975671178470984,3665939020697472687,Ryoung Lessin,Leanora Zaidi,Course10,University1,Chair10,AssociateProfessor11,Department7,University1,University1,Institute3,Organization1,JournalArticle37,University1
FullProfessor8,55,kitson.sollee@gmail.com,http://jGPyu4dYQ2Ahu6l.com,-2120032276430320155,372545558443661041,Kitson Sollee,Beverly Hendren,GraduateCourse11,University1,UnofficialPublication36,VisitingProfessor14,Institute15,University1,University1,Department5,Department1,Manual43,University1
FullProfessor9,33,merdia.brackin@aim.com,http://0j1fBTRTybmT.com,-3486280112132036962,-3061110887107803858,Merdia Brackin,Ajmal Kahn,GraduateCourse24,University1,UndergraduateStudent147,FullProfessor25,Institute9,University1,University1,College24,Institute11,Employee81,University1
FullProfessor10,44,onida.eteminan@mail.com,http://rt3k0LMh.com,-401529624139864190,-9114991531458979179,Onida Eteminan,Brenna Ruzicka,GraduateCourse19,University1,Dean6,Professor2,Organization1,University1,University1,ResearchGroup1,Department6,Publication18,University1
FullProfessor11,81,nathalie.rafflin@aim.com,http://CzPFCRaYnC3cb.com,-2169106907695160355,6677122841696306275,Nathalie Rafflin,Kerri Amos,Course38,University1,Research169,AssociateProfessor7,Program20,University1,University1,Program3,Department3,GraduateStudent115,University1
FullProfessor12,26,abby.degen@aol.com,http://6jx4OKh76Hw.com,-1619839259314625195,2389995406075614045,Abby Degen,Yolande Benner,GraduateCourse17,University1,UndergraduateStudent189,AssociateProfessor13,Organization1,University1,University1,Program9,University1,TeachingAssistant5,University1
FullProfessor13,14,michelina.praeuner@yahoo.com,http://2pcZZtPnl.com,1441410544357274853,4924788648699126476,Michelina Praeuner,Josselyn Sousa,Course25,University1,UndergraduateStudent14,VisitingProfessor6,Organization1,University1,University1,College84,Department3,Student221,University1
FullProfessor14,35,jock.wittich@gmail.com,http://n259VZfBkRY6kr0.com,4680985336015985582,6195288392681920505,Jock Wittich,Robinette Laugher,Course25,University1,Employee17,Chair13,Institute1,University1,University1,University1,Institute7,University1,University1
