AdministrativeStaff1,48,jayendra.ripley@rocketmail.com,http://ZIyZk9kn.com,-4538601137025578511,5963981876977064463,Jayendra Ripley,Aurlie Douet,University1,ClericalStaff16,AssistantProfessor19,Department6,University1,University1,Program20,ResearchGroup11,University1
AdministrativeStaff2,31,marcille.giotis@outlook.com,http://i2ZAzGJok7Q7nB.com,7957879202285468756,397177645910270848,Marcille Giotis,Nari Trif,University1,Department5,Professor15,ResearchGroup4,University1,University1,College57,College67,University1
AdministrativeStaff3,45,supriya.ivan@rocketmail.com,http://wEtjb9mYcc.com,-374575041016153569,5633404481805556045,Supriya Ivan,Koressa Blackard,University1,Professor15,Dean12,Program20,University1,University1,Institute18,Program3,University1
AdministrativeStaff4,55,lenka.bannister@mail.com,http://aBcuKaWm.com,8657469769945684153,-2175914267731762482,Lenka Bannister,Tamera Standel,University1,SystemsStaff18,AssociateProfessor18,Institute12,University1,University1,Organization1,Department7,University1
AdministrativeStaff5,38,noelyn.kaigler@gmx.net,http://A4ds6HZz.com,709359441010725747,2005857951599843574,Noelyn Kaigler,Rosene Rabon,University1,JournalArticle19,AssistantProfessor14,Institute7,University1,University1,ResearchGroup6,Institute20,University1
AdministrativeStaff6,47,nelly.zatkovic@msn.com,http://bDqvDzMAthYx.com,-7806889283896094203,719999990637540359,Nelly Zatkovic,Karry Jesshope,University1,FullProfessor2,Dean8,Department6,University1,University1,College19,Institute5,University1
AdministrativeStaff7,29,jaquelyn.licata@msn.com,http://PVRj06v.com,2510706942334559875,6762436475401970884,Jaquelyn Licata,Umeko Gruska,University1,Institute15,VisitingProfessor9,University1,University1,University1,Department5,Institute7,University1
AdministrativeStaff8,19,amie.parmar@netdove.net,http://kAMA4NycpVDF0A.com,-1032923532633579350,-6722819456822029852,Amie Parmar,Sheena Menechian,University1,Book4,FullProfessor20,College91,University1,University1,ResearchGroup14,Organization1,University1
AdministrativeStaff9,48,eddy.herman@netdove.net,http://nYswBicjP.com,-5277025117135746029,5538051228308811635,Eddy Herman,Meggie Danzeisen,University1,Organization1,Professor6,ResearchGroup3,University1,University1,Organization1,Program16,University1
AdministrativeStaff10,47,count.rouer@msn.com,http://cDRIjTcR9t6.com,-5256957035512007270,4150229417782180452,Count Rouer,Diego McLemore,University1,Schedule8,AssociateProfessor13,Organization1,University1,University1,Institute1,Organization1,University1
