Director1,36,darrelle.lightowler@safe-mail.net,http://3bAqaKPxzmH.com,-9095775621567161315,-1356279765350554032,Darrelle Lightowler,Isadora Odecki,University1,Institute4,FullProfessor12,Institute9,University1,University1,ResearchGroup14,Program9,University1
Director2,1,dasya.ioui@rocketmail.com,http://8wWt0P.com,-3143260227470081667,2234798470368262715,Dasya Ioui,Lenka Cordy,University1,Publication83,AssistantProfessor2,Program2,University1,University1,Program11,Institute14,University1
Director3,31,zehra.hagewood@aol.com,http://lPVYo.com,2435094517310427736,5017550479396363543,Zehra Hagewood,Pankaj Coutellier,University1,Lecturer13,AssistantProfessor15,ResearchGroup15,University1,University1,Department2,Institute3,University1
Director4,26,ernestine.smothers@aol.com,http://haA3oGwnKxcT1p.com,8630949939008246039,-5390803437455245350,Ernestine Smothers,Arlyne Ahdieh,University1,Student112,AssociateProfessor9,College30,University1,University1,ResearchGroup10,Institute9,University1
Director5,54,supriya.koster@hush.com,http://LbXjnNi.com,2084614277881402064,-5995300872665622989,Supriya Koster,Ramana Rupp,University1,TechnicalReport62,VisitingProfessor10,College8,University1,University1,Institute12,College53,University1
Director6,46,dyann.chappell@live.com,http://BekyspABGG.com,611653325308723105,-3836644294693129996,Dyann Chappell,Eilis Parmar,University1,Institute19,FullProfessor8,Program17,University1,University1,Department6,University1,University1
Director7,35,mewa.kelsay@netdove.net,http://dgSbb.com,5365348220032754589,7402762742068217622,Mewa Kelsay,Catarina Corr,University1,Professor9,AssociateProfessor13,Department1,University1,University1,Institute8,Institute5,University1
Director8,45,maryvonne.budd@hotmail.com,http://LaC0OM79MFr4kGJ.com,7873287548333338420,4760875854888160748,Maryvonne Budd,Gina Sambi,University1,Publication80,Chair7,College96,University1,University1,Program1,Institute1,University1
Director9,56,svend.kupferman@msn.com,http://taT8e2ziPdlR.com,5225323090673217148,5096560967716820406,Svend Kupferman,Parveen Burgi,University1,ResearchGroup3,VisitingProfessor15,University1,University1,University1,College46,Institute10,University1
Director10,51,dewayne.kosiorska@aim.com,http://hBSA5f79.com,-8105118476938692598,2233200821579518502,DeWayne Kosiorska,Gurcharan Roig,University1,Institute4,AssistantProfessor21,Organization1,University1,University1,Department5,Institute8,University1
Director11,49,corilla.laba@outlook.com,http://IDsdtCaOqmt61o.com,-5415179585429161071,407616291169902443,Corilla Laba,Karly Mavis,University1,Professor8,Chair12,University1,University1,University1,ResearchGroup13,Program6,University1
Director12,36,laurel.simzer@msn.com,http://SxI4SHzmwMs.com,-1745268472449587771,1487224458651767127,Laurel Simzer,Cherry Tatsdocn,University1,Employee96,FullProfessor9,College31,University1,University1,Organization1,College7,University1
Director13,37,zoel.shimandle@gmail.com,http://5gSj5aH.com,-2468378574117471920,6276667187659469923,Zoel Shimandle,Serdar VanDenKieboom,University1,GraduateStudent176,AssociateProfessor19,College66,University1,University1,ResearchGroup11,Organization1,University1
Director14,40,phyllis.bronk@aol.com,http://pKPcPUa.com,196591952687858428,-5686466033389400229,Phyllis Bronk,Yaser Vigeant,University1,AssociateProfessor17,Professor18,Institute2,University1,University1,College52,ResearchGroup4,University1
Director15,23,tiertza.aguinsky@hotmail.com,http://A41U9Y8TGcdx.com,3684626437123570487,3398967503913535352,Tiertza Aguinsky,Meriann Fenton,University1,GraduateCourse14,Dean1,Organization1,University1,University1,Department3,Department6,University1
